,codigo,titulo,sinopse,diretor,ano,tema,plays
250,392,Edifício Master,"Durante sete dias, uma equipe de cinema filmou o cotidiano dos moradores do Edifício Master, situado em Copacabana, a uma esquina da praia. O prédio tem 12 andares e 23 apartamentos por andar – são 276 apartamentos conjugados, onde moram cerca de 500 pessoas. Trinta e sete delas contam suas próprias histórias: há os contentes, os iludidos, os desiludidos, os esperançosos, os sinceros, os desamparados, os felizes, os vencedores, os austeros, os doces, os tristes, os desempregados, os honrados, os esquecidos, os talentosos, os estrangeiros, os ressentidos, os enamorados. Edifício Master é um filme de histórias, de vidas.",Eduardo Coutinho,2002,,58635
251,393,Jango,"Um relato da vida política brasileira dos anos 60, tendo como fio condutor a biografia do presidente João Goulart. Sua ascensão e queda até a morte no exílio são reconstituídas a partir de material de arquivo e entrevistas com personalidades como o ministro Afonso Arinos de Melo Franco, o general Antonio Carlos Muricy, Leonel Brizola, Celso Furtado e Frei Betto, entre outros.",Silvio Tendler,1984,,35609
252,394,A lira do delírio,"No intervalo entre dois carnavais de um bloco de Niterói, uma “taxi-girl”, Ness Elliot, se envolve com um rico e ciumento amante. Para submetê-la à sua vontade, ele tenta os mais diversos artifícios, como a tentativa de transformá-la numa traficante de tóxicos e o seqüestro de seu bebê. Desesperada mas firme, ela procura ajuda de antigos companheiros do bloco de sujos Lira do Delírio.",Walter Lima Júnior,1978,,77054
253,395,Madame Satã,"Inspirado na vida do mito criado por Joaõ Francisco dos Santos, personagem da Lapa carioca dos anos 30, conhecido por sua valentia e malandragem. O filme é um grande flashback que cobre três períodos distintos de sua história, entre os anos 1907 e 1938, e recria o momento em que o protagonista estava prestes a se tornar uma figura mitológica. O nome Madame Satã surge no Carnaval de 1938, num concurso de fantasias, que João Francisco ganha ao desfilar com uma fantasia inspirada no filme de Cecil B. de Mille intitulado Médan a satan. O filme revela seu cotidiano e extradiordinário círculo de amigos, habitantes da ""República da Lapa"". Personagens que viveram em mundos às margens do Brasil oficial, em um cotidiano a parte - com suas próprias leis, códigos e rituais - um universo do qual Satã foi rei e rainha, satãno(a) e satanás.",Karim Ainouz,2002,,45280
254,396,Mazel Tov,"A colonização judaica no Rio Grande do Sul no início do século é contada através de duas histórias, retratando as tradições e costumes daqueles pioneiros. Tudo isto filtrado pelos olhos de duas crianças que, setenta anos depois, relembram a  infância",Flávia Seligman e Jaime Lerner,1990,,66646
255,397,Netto perde sua alma,"Antônio de Souza Netto é um general brasileiro que,  ferido em plena Guerra do Paraguai, está se recuperando no Hospital Militar de Corrientes, na Argentina. Lá ele percebe que coisas estranhas estão ocorrendo ao seu redor. Ouve o capitão de Los Santos acusar o cirurgião de ter amputado suas pernas sem necessidade e reencontra um antigo camarada, o sargento Caldeira, ex-escravo com quem lutou na Guerra dos Farrapos, ocorrida algumas décadas antes. Juntamente com Caldeira, Netto rememora suas participações na guerra e ainda o encontro com Milonga, jovem escravo que se alistara no Corpo de Lanceiros Negros, além do período em que viveu exilado no Uruguai.",Beto Sousa e Tabajara Ruas,2001,,98661
256,398,O homem e o limite,"Documentário sobre Mário Peixoto e seu filme Limite (1931), considerado um clássico do cinema brasileiro, acompanhado de parte do comentário musical originalmente utilizado por Mário Peixoto.Filme dedicado à memória de: Edgard Brazil, Brutus Pedreira e Plínio Susssekind Rocha.",Ruy Santos,1975,,37700
257,399,Onde a terra acaba,"Onde a Terra Acaba é uma homenagem ao filme que Mario Peixoto realizaria e nunca chegou a ser concluído. O roteiro foi estruturado a partir de uma montagem de trechos de diários, entrevistas e cartas do próprio Mário Peixoto, dando ao documentário um estilo autobiográfico.Além de centenas de fotos, entrevistas exclusivas de Mário Peixoto e trechos de Limite, o filme apresenta preciosidades como um making of realizado pela própria equipe de Limite, fragmentos inéditos do único rolo de filme do inacabado Onde a Terra Acaba, depoimentos de cineastas e amigos que conviveram com Mário e momentos emocionantes como a visita da atriz Olga Breno ao set de filmagem de Limite.",Sérgio Machado,2001,,36026
258,400,Lá e cá,"Lá é um lugar longe. Lá é um lugar onde a gente não está. Lá é um lugar que não existe.Lá e Cá é um filme sobre o sentimento de estar aqui e longe daqui. Rodado na periferia do Rio, o filme acompanha o cotidiano de TB, uma garota do subúrbio interpretada pela atriz Regina Casé. Ela hesita entre continuar lá ou ir se juntar à irmã que foi embora para a zona sul. A câmera segue TB nas ruas de bairros de subúrbio, nos dias da semana, nos encontros com os amigos, nas brincadeiras nas estações de trem.Os acontecimentos do filme foram inspirados na realidade desses bairros e o elenco é composto por atores profissionais e personagens locais.O universo de TB é misturado e colorido como as fachadas azulejadas das casas do subúrbio.",Sandra Kogut,1993,,65992
259,401,Um passaporte húngaro,"Primeira cena do filme: eu estou no telefone, meio hesitante.- Alô? Consulado da Hungria?- É- Eu queria uma informação. Uma pessoa cujo avô é húngaro tem direito a um passaporte húngaro?A pessoa do outro lado tem um sotaque húngaro muito forte. Ela não tem certeza de ter entendido minha pergunta,- Um passaporte húngaro? Talvez…- Quais são os documentos necessários?- É complicado.- Demora?- Bastante. Se você tiver todos os papéis... Você tem de vir aqui para conversarmos.A idéia está lançada: vou pedir a nacionalidade húngara. O processo administrativo será o fio condutor do filme. Ele levanta questões sobre o que é uma nacionalidade, para que serve um passaporte, sobre o que somos porque queremos ser e o que somos porque herdamos",Sandra Kogut,2002,,1105
260,402,Satori uso,"Um poeta das sombras, um cineasta sem filmes, e uma musa enigmática. Um ""documentário"" sobre um poeta que nunca existiu, apresentado por um cineasta imaginário.",Rodrigo Grota,2007,,88735
261,403,O poeta de sete faces,"O documentário tem como linha mestra retratar a trajetória humana do poeta Carlos Drummond de Andrade, ao mesmo tempo em que investiga, documenta e interpreta os diversos momentos de sua obra. O objetivo é transcender ao mero registro dos fatos da vida, mas mostrar como estes se mesclam nas transformações dos diversos rumos que tomam sua poesia: trata-se portanto de um “documentário poético”, onde o espírito, o clima e a emoção da arte drummondiana estão sempre presentes, definindo o texto, a imagem, a música, a montagem e o desenvolvimento dramático do filme",Paulo Thiago,2001,,42706
262,404,O universo de Mojica Marins,"A vida e a obra do ator, diretor e produtor paulista José Mojica Marins, penetrando em seu estúdio e mostrando seu mundo.",Ivan Cardoso,1978,,33072
263,405,As sete vampiras,"Na década de 50, o cientista Fred importa da África uma planta carnívora rara. Como o vegetal foi pouquíssimo estudado, ele prepara um antídoto contra seus possíveis efeitos. Mas não tem tempo de usá-lo. Quando sua esposa Sílvia, preocupada com o novo objeto de estudo do marido, deixa o trabalho e vai vê-lo em sua estufa de plantas é tarde demais. Silvia também é atacada. Uma série de crimes inexplicáveis em que as vítimas ficam totalmente sem sangue começa a acontecer",Ivan Cardoso,1986,,89376
264,406,"Amazonas, Amazonas","Primeiro ensaio em cores de Glauber Rocha, rodado entre Deus e o diabo na terra do sol e Terra em transe. Foi encomendado para ser um documentário clássico sobre as belezas e riquezas naturais da região amazônica, mas não deixa de ter características glauberianas, como o arrebatamento lírico das tomadas e as preocupações nacionalistas do diretor, reveladas na presença de pessoas no trabalho, seqüências urbanas, de produtores e mercadorias.",Glauber Rocha,1966,,63553
265,407,Terceiro milênio,"Agosto de 1980. Evandro Carreira, senador, sai de seu diretório em Manaus para percorrer suas bases eleitorais pelo Estado do Amazonas, na região do Alto Solimões, fronteiriça ao Brasil, Peru e Colômbia. Depoimentos de caboclos, de madeireiros, do sertanista Paulo Lucena, de índios brasileiros e peruanos, de um representante da Funai são colhidos desde a cidade de Benjamin Constant até o vilarejo de Cavalo Cocho. Uma visita à aldeia indígena dos Ticunas e às terras do povo Maiuruna culmina com o depoimento e a ação de José Francisco da Cruz, representante da cruz da Santa Ordem Cruzada Apostólica Evangélica. No trajeto, revela-se a potencialidade econômica do Amazonas e seus desvios: a corrupção na política indigenista e a presença de fábricas poluidoras como a dos Irmãos Mansur. O cristianismo, o misticismo, a política e a magia, entrosados em um conjunto global, contribuem para comprovar a tese de Evandro Carreira de que o Amazonas despontará a civilização do século XXI.",Jorge Bodanzky,1981,,15784
266,408,O velho - a história de Luís Carlos Prestes,"A partir de depoimentos de testemunhas da história, imagens de época e com uma narração informal, entremeados por pequenos respiros poéticos, o documentário conta a história do líder de esquerda Luiz Carlos Prestes (1898-1990). De líder tenentista a secretário-geral do Partido Comunista Brasileiro (PCB), o “Cavaleiro da Esperança” foi um dos personagens mais emblemáticos da história do Brasil no século 20. ",Toni Venturi,1997,,62787
267,409,Sushiman,Tentativa desesperada de resolver um triângulo amoroso.,Pedro Iuá,1,1,90299
268,410,Essa animação não tem nome,"Animador leva projeto de animação para produtor de TV regional do interior de SP.Frustrado com a primeira experiência, participa da primeira reunião da Sociedade dos Cineastas Anônimos do Interior",Gustavo Russo e Thomas Larson,2002,,29370
269,411,Santa de casa,"Oséias leva uma vida desregrada até que sua mulher tem problemas no parto. Desesperado, faz então uma promessa: se a filha sobrevivesse, ela se chamaria Aparecida; ele pararia de fumar; e durante três Carnavais ele vestiria ela de santa e a colocaria em cima de um andor no meio do seu bloco, o Grêmio Carnavalesco Quem Nunca Sentiu Vai Sentir Agora.",Allan Sieber,2006,,58373
270,413,Quando Jorge foi à guerra,"1942, numa época de grande exclusão social, Jorge era o maior deles, e apesar de todos os obstáculos, ele os superou e alcançou seu objetivo.",Tadao Miaqui,2004,,71050
271,414,Os três porquinhos,A história infantil adaptada à realidade brasileira quem tem medo do lobo mau?,Cláudio Roberto,2006,,55310
272,415,Cidade fantasma,Jovem assalariado encontra garota no verão de Porto Alegre,Lisandro Santos,1999,,60857
273,416,Biribinha Atômica,"Cansados das mesmas Biribinhas que não tinham a menor graça, o Mundo Canibal resolveu lançar a Biribinha Atômica que vai deixar a criançada muito mais contente!!!","Ricardo Piologo, Rodrigo Piologo e Rogério Vilela",2006,,40579
274,417,Hotel do coração partido,"Ronaldo era especial, seu coração era evidentemente maior que os corações normais...",Raoni Assis,2006,,97650
275,418,A traça Teca,A história da pequena traça Teca e de seu ácaro de estimação Tuti.,Diego Doimo,2002,,6978
276,419,Tem um dragão no meu baú,É a história de uma menina que tem um dragão no baú dela.,Rosaria,2005,,64722
277,420,Albertinho,A história de um menino que sonha em voar. Homenagem a Alberto Santos Dumont e ao centenário do vôo do 14Bis.,Núcleo Animazul,2006,,44617
278,421,Para chegar até a lua,"Jaime, uma mosca-das-frutas, nasce atrasado em relação aos seus irmãos e irmãs e perde o ciclo de vida ao qual fora destinado. Com menos de um dia de vida, Jaime inicia sua curta jornada pelo mundo, buscando algo que dê sentido à sua existência",José Guilhermo Hiertz,2005,,90377
279,422,Mitos do mondo: Por que o canguru salta em duas patas?,"Baseado numa lenda aborígine australiana, as crianças vão saber porque o canguru salta em duas patas, além de aprender que ele se chama Bora e de conhecer as canções, os instrumentos e a pintura corporal usada por esse povo.",Andrés Lieban,2004,,96325
280,423,Caquinhas,"De baixo de uma carteira, num cesto de lixo ou mesmo numa rua, revelam-se situações cômicas das “Caquinhas” espalhadas no dia-a-dia.",Cesar Cabral,2005,,6705
281,424,"Cuidando, dá linha",Crianças de 11 cidades de 3 estados comentam a depredação e conservação dos orelhões.,Wilson Lazaretti,1997,,89896
282,425,Minhocas,"Nesta família de minhocas, Júnior está crescendo e ainda não conseguiu do pai, da mãe e do avô nenhuma resposta convincente para uma questão que não pára de intrigá-lo: por que é proibido cavar para cima?",Paolo Conti,2005,,780
283,426,Leonel pé-de-vento,"Leonel nasceu pé-de-vento e por isso vive isolado. Quando Mariana se aproxima dele, os dois descobrem a importância da amizade e da convivência com as diferenças.",Jair Giacomini,2006,,15554
284,427,Lúmen,Um inventor em crise tem uma idéia que parece ser a solução perfeita para seus problemas.,Wilian Salvador,2007,,20263
285,428,Relacionamentos,"Uma abordagem animada de alguns tipos de relacionamentos. Se relacionar, quase nunca é fácil...",Gordeeff,2003,,23089
286,429,A noite do vampiro,"Um vampiro tenta dormir em sua morada, mas um terrível predador se aproxima.",Alê Camargo,2006,,94181
287,430,Os olhos do pianista,"Em um cinema mudo, pianista cego executa trilhas ao vivo com a ajuda de sua neta.",Frederico Pinto,2005,,13645
288,431,Devoção,"Jovem moça, muito devota, freqüenta uma Igreja no interior. Porém, seu rosto está sempre coberto por um véu, despertando boatos e a fantasia de todos na cidade. O sacristão da Igreja, muito curioso, decide investigar o mistério em torno desta moça e acaba passando pelas maiores confusões para conseguir ver o rosto dela.",Rafael Ferreira,2006,,6908
289,432,Roubada!,Uma divertida e frenética perseguição de uma velhinha de cadeira de rodas a um mal encarado ladrão de bolsas.,"Consequência, Maurício Vidal, Renan de Moraes e Sergio Yamasaki",2000,,77633
290,433,Primeiro movimento,A busca do equilíbrio em um delicado encontro amoroso. ,Érica Valle,2006,,84848
291,434,Acadêmicos do morrinho - parte 1,"Minutos antes de entrar na avenida o intérprete do samba da Acadêmicos do Morrinho, o MC Maiquinho, entra em crise e pede conselhos ao mestre Renato, colocando em risco o desfile.","Chico Serra, Fábio Gavião, Nelcirlan Souza e Renato Dias",2006,,12479
292,435,Defina-se,"Manifesto audiovisual sobre a trajetória dos negros no Brasil, da senzala à periferia da cidade grande. Defina-se.",Kelly Regina Alves,2002,,47460
293,436,"Geyzislaine, meu amor","Geyzislaine é a musa da paixão de um homem, que faz de tudo para se tornar seu amado. Porém o destino nem sempre está ao lado do amor incondicional. Um romance contado ao ritmo da música brega e de elementos típicos da cultura da periferia de Manaus.",Alunos da Amacine e Liceu Cláudio Santoro,2005,,15936
294,437,Seu Aluisio e o mar,"Na Comunidade do Nordeste de Amaralina, em Salvador, que fica perto da praia de Amaralina, existe um velho pescador, Seu Aluísio, que mora no bairro desde o surgimento. Nesse vídeo, ele conta um pouco da comunidade e de suas aventuras no mar. Tudo com muita sabedoria e espontaneidade","Mariela Brito, Meg Medeiros e Núcleo Kabum",2006,,18057
295,438,Acadêmicos do Morrinho - parte 2,Acadêmicos do Morrinho entra na avenida e encanta o publico. Será que a escola vai ganhar o estandarte?,"Chico Serra, Fábio Gavião, Nelcirlan Souza e Renato Dias",2006,,30631
296,439,Maria capacete,"Retrata o cotidiano de uma figura excêntrica do bairro Vila Margarida, na cidade de São Vicente. Vista como uma pessoa sem sentimentos e perspectivas, Maria capacete, com sua garra, enfrenta preconceitos, humilhações e chacotas de todos, mas mesmo assim não perde a vontade de viver.",Eduardo Bezerra e Victor Luiz dos Santos,2006,,87942
297,440,Mulher de amigo,"Líder de um bando de ladrões sai para uma missão e deixa seu fiel amigo tomando conta de sua mulher, pois um galã local anda rondando o cerco.",Leandro Monteiro,2005,,23818
298,441,O saci no morrinho,"Claudinho é um menino do Morrinho que está triste porque todo dia Oduvaldo rouba seus doces, mas tudo muda quando ele encontra o Saci-Pererê.","Fábio Gavião, José Carlos Junior, Nelcirlan Souza e Renato Dias",2006,,74287
299,442,"Picolé, pintinho e pipa","A chegada do carro do troca-troca no morro sempre desperta a curiosidade de todos, principalmente das crianças.  A troca de sucatas por PICOLÉ, PINTINHO OU PIPA precisa ser rápido, o carro só visita o morro uma vez por mês e ele sobe até o pico do morro e desce a rua, indo embora de vez.",Gustavo Melo,2007,,7636
300,454,As andanças do nosso senhor sobre a terra,"Nosso Senhor é um andarilho que percorre a Terra ao lado de São Pedro curando e pregando. Quando São Pedro cai em tentação, cabe ao Nosso Senhor perdoar ou não. Adaptado da estória popular “Os rins da ovelha”, contada por João Monteiro a Luiz da Câmara Cascudo (“Contos Tradicionais do Brasil”).",Betse de Paula,2005,,37723
301,455,Tampinha,"Era uma vez uma menina pequena, mas tão pequena, que, quando alguém espirrava por perto...  ela voava. Seu nome era Tampinha.",João Batista Melo,2004,,2556
302,456,São João do carneirinho,"São João menino perde seu carneirinho e sai à procura com a ajuda de mais três crianças. No caminho, eles encontram personagens marcantes dos folguedos juninos.",Tarcísio Lara Puiati,2004,,25770
303,457,Uma jangada chamada Bruna,"A experiência do primeiro amor: Pedro tem 10 anos e se apaixona por Bruna, de 11 anos. Ambos são filhos de pescadores, vizinhos na mesma aldeia de praia do Ceará.",Petrus Cariry,2004,,19260
304,458,"Tainá-Kan, a grande estrela","Segundo uma lenda karajá, Tainá-Kan, a grande estrela, vem à Terra por amor, na forma de um homem velho. A lenda explica o surgimento da agricultura para o povo karajá. Suas bonecas de cerâmica servem de inspiração para os personagens, e a trilha é composta de músicas típicas.",Adriana Figueiredo,2006,,20198
305,459,O moleque,"Tião é pobre e negro, mas tem orgulho de sua mãe, a melhor lavadeira da região. Ele sai para pescar com Pedrinho, seu único amigo. Todos os outros moleques adoram lhe dar apelidos, por causa da cor de sua pele. Mas Tião não vai agüentar por muito tempo e prepara sua vingança. ",Ari Candido Fernandes,2004,,75919
306,460,Vox populi,"Um médico tradicional de uma pequena cidade é acusado de assassinar sua esposa e seu amante. Durante o julgamento, o dia do crime é relembrado através das opiniões dos habitantes do lugarejo, acabando por influenciar o veredito final. Entretanto, a verdade é bem diferente...",Marcelo Laffitte,1997,,68733
307,461,Tá,"Dois meninos em um banheiro público. Eles cheiram cocaína, falam sobre sexo, fazem sacanagem. Mas o filme ganha outro tom quando eles revelam o que realmente querem.",Felipe Sholl,2007,,2388
308,462,Sexo e claustro,"Sexo e Claustro é um documentário feito na Cidade do México, sobre uma singular personagem e seus sentimentos a respeito de sexo e religião.",Claudia Priscilla,2005,,2704
309,463,Sargento Garcia,"Baseado no conto homônimo de Caio Fernando Abreu, narra o encontro de um jovem e um sargento durante o alistamento militar na década de setenta.",Tutti Gregianin,2000,,46205
310,464,Rasgue minha roupa,"As aventuras do Bofe na Coleira, perdido na selva de pedra da cidade grande, eternamente perseguido por personagens bizarros.",Lufe Steffen,2002,,33648
311,465,Meninas," Duas amigas sofrem com o preconceito e a opressão de uma sociedade católica e conservadora de uma típica cidade do interior brasileiro. Diante das pressões da Igreja e da família, uma delas revolve deixar a cidade.",Paula Alves,1997,,22765
312,466,Entre trilhos,"No passado, duas garotas resolvem fugir.",Eloísa Fusco,2003,,52517
313,468,Fuloresta do samba,"O filme mostra a trajetória do músico pernambucano Siba Veloso que abandonou uma carreira já consolidada em São Paulo para ir morar na pequena Nazaré da Mata, zona da mata norte de Pernambuco, onde formou uma nova banda com músicos tradicionais da região que passaram a experimentar a sensação de serem artistas pop, lotando shows e excursionando pela Europa.",Marcelo Pinheiro,2005,,63012
314,469,Diário de Naná,"Em 2005, o percussionista Naná Vasconcelos foi convidado para fazer uma viagem pelo Recôncavo Baiano em busca da música do sagrado e do sagrado da música.“Diário de Naná” é um documentário sobre a música e a cultura no Recôncavo Baiano segundo o percussionista Naná Vasconcelos. Ele encontra personagens que usam do ruído (freqüência irregular, instável e inconstante daquilo que é barulho) para produzir música (dando-lhe regularidade, estabilidade e constância); ao mesmo tempo, mergulha na música ligada à religiosidade do Recôncavo.",Paschoal Samora,2006,,72594
315,470,Uakti – oficina instrumental,"UAKTI - Oficina Instrumental é um documentário sobre o grupo musical UAKTI, que cria seus próprios instrumentos a partir de materiais como tubos de PVC, vidro e cabaças, reproduzindo os sons da natureza em estado puro.",Rafael Conde,1987,,74931
316,471,Messalina," Um telefone público insiste em tocar numa avenida de Porto Alegre. Isabel, uma jovem cega, atende o chamado. Um convite faz com que ela mergulhe numa fantasia que irá ajudá-la a quebrar os limites impostos por sua deficiência.",Cristiane Oliveira,2004,,12168
317,472,Estória alegre,"Isso aconteceu há muito tempo. Soube, depois de anos, da alegria com que Nádia sempre se lembrou das descidas, do som das rodas no concreto, das palavras ao vento. ",Claudia Pucci,2002,,42722
318,473,Desventuras de um dia ou a vida não é um comercial de margarina...,"Logo cedo, trânsito e preocupações ocupam os pensamentos de Luíza.  Mal começa a trabalhar e já se vê envolvida nas situações cotidianas que a irritam e entediam. Assim passa o seu dia, tentando cumprir o fluxo de trabalho e assumindo elementos metafóricos de seus sentimentos em cada momento. No final do dia volta para casa cansada. Junto ao namorado, se “restaura” e num beijo final o mundo parece ter outras cores. Redenção do poder do amor e do sexo",Adriana Meirelles,2004,,16854
319,474,Cartão vermelho,"Cartão Vermelho, este premiado curta-metragem da jovem diretora Laís Bodanzky, revela o mundo de Fernanda  uma adolescente que joga futebol com os meninos – no momento em que é surpreendida pelos desejos de mulher",Laís Bodanzky,1994,,95189
320,475,3 minutos,"Três minutos. O tempo de passar o bastão e correr 1600 metros. De cozinhar um ovo. O tempo de tomar uma decisão que pode mudar a sua vida, antes que caia a ficha.",Ana Luiza Azevedo,1999,,36274
321,476,Dalva,Visão poética do cotidiano de uma mãe solteira vivendo na cidade de São Paulo. O sonho contado pela filha transforma seu dia em objeto de reflexão sobre as possibilidades individuais de felicidade.,Caroline Leone,2004,,19249
322,477,Infinitamente maio,"Raul chega em casa e encontra sua mulher, Assíria, fazendo sexo com outro homem. Começa para ele uma espiral de sentimentos depressivos e violentos que só parecem ter pausa nos breves momentos em que sai de casa, atraindo a atenção de Amanda, vendedora de uma floricultura. Um filme de amor, traição, vingança, sexo, morte e corações maltratados (não necessariamente nesta ordem).",Marcos Jorge,2003,,64212
323,478,Gasolina comum,"Carlo e Regina são um jovem casal que luta para sobreviver em São Paulo. Quando ele perde o emprego, o casal é forçado a se mudar para uma casa menor. Entre os guardados de Carlo estão as chaves reserva de todos os carros que já tiveram. Sem grana para se divertir, os dois inventam uma novo tipo de lazer: invadir seus antigos carros. Em cada um deles, uma surpresa. ",Marcelo Tintin-Trotta,2004,,21872
324,479,Entre paredes,"Possessividade, desejo, paranóia e culpa são sentimentos obscuros numa relação amorosa, onde o medo da perda e a desconfiança podem destruir a vida ou levar à loucura.",Eric Laurence,2005,,28176
325,480,Eletrodoméstica,Classe media. Anos 90. 200 volts.,Kleber Mendonça Filho,2005,,84775
326,481,Danae,"Um homem e uma mulher trocam beijos num parque. O tempo passa, a relação esfria e o homem abandona Maria. Ela sofre. Até que uma pessoa desconhecida a abraça por trás. Maria recupera sensações que haviam sido substituídas pelo rancor.",Gustavo Galvão,2004,,42275
327,482,Amassa que elas gostam,"Com medo de relacionamentos reais, ANA se apaixona por VALDISNEI, um homem realmente diferente de todos os outros.",Fernando Coster,1998,,57589
328,483,Beijo de sal,"Numa ilha isolada na costa verde do Rio, o quarentão Rogerio Trindade tenta trazer o seu melhor amigo de volta para a boa vida.  ",Fellipe Gamarano Barbosa,2006,,33686
329,495,O ouro de Serra Pelada,"Filme depoimento com Eliezer  Luiz Jucá Soares, presidente da Cooperativa Mista de Garimpeiros de Serra Pelada, COMGASP. Pioneiros do garimpo da grande brecha tectônica da região do Araguaia, sul do Pará, reinvidicam os seus direitos de lavra numa região que é centro de atenção do país e do mundo desde a década de 70, quando da Guerrilha que contestava a ditadura militar.",Sé,Brasil,0,93912
330,487,Macacos me mordam,"Os bastidores da filmagem de Toccata e fuga. Enquanto Dr. Guiseppe segue numa arriscada cruzada atrás do elixir da vida eterna, Alfredão tem que conseguir um macaco pra última cena.",É,Brasil,0,20349
331,493,"Ñanderu, Panorâmica Tupinambá","Resgate poético da memória de nossos antepassados Tupinambá, considerados extintos ainda no século XVI, com depoimento do cacique/pajé da tribo Guarani Mimbiá, Verá Mirí.",Sé,Brasil,0,4291
332,494,Leucemia,"Um casal de operários brasileiros exilado em Potugal vive drama no aeroporto de Lisboa quando entregam o filho recém nascido para ser criado no Brasi, pois a mãe da criança está com Leucemia e eles não tem mais condições de sobrevivência no exílio.",Noilton Nunes,1978,,49096
333,489,O muro / O filme,"Ensaio com o ator Breno Moroni, interpretando as pinturas executadas no muro do Parque Lages pelso artistas que atuavam na Escola de Artes Visuais-Geração 80.",Sé,Brasil,0,81125
334,490,Nada Consta,"Brasília, 2017. Randau no Congo Naya precisa viajar à Lua para se casar com Póla Harrison. É nessa hora que ele gostaria de naõ ter protestado contra a criação do Governo Mundial Robótico. Malditos Robôs!",Santiago Dellape,2006,,74802
335,491,O Capitão Imaginário,"Durante sua estada na ilha de Santa Catarina, entre os séculos XVIII e XIX, o Capitão Imaginário relata suas impressões sobre a fauna, a flora, o povo e a paisagem. O relato sugere uma leitura sobre as transformações da sociedade e do ambiente ao longo dos anos, mas também revela as contradições do olhar europeu sobre esta ilha do Novo Mundo.",Chico Faganello,2002,,22198
336,492,Oficina Perdiz,SCRN 708/9. Entre os Blocos C e D. Área pública. Brasília-DF. Perdiz e a Oficina. Entre peças mecânicas e teatrais. ,Marcelo Dí,4,1,70839
337,496,Outra memória,"Para celebrar o aniversário da sua próspera cidade, um diretor de teatro precisa montar uma peça sobre uma atriz do passado que lembre a força da colonização alemã. Decidido a conquistar o papel de protagonista, um dos atores subverte o papel do diretor, razendo para a peça cenas sobre o extermínio de índios e o nazismo, temas ainda hje evitados naquele vale do sul do Brasil. Baseado na vida da atriz Edith Gaertner, sobrinha do Dr. Blumenau, Outra Memória é um filme sobre como a história foi contada.",Chico Faganello,2005,,14711
338,497,Martinho da Vila Paris 1977,"Trata-se de documentario realizado em Paris em 1977, registrando a passagem por Paris em Tour de apresentações na capital francesa do cantor e compositor popular brasileiro Martinho da Vila .Com depoimentos espontaneos,gravações em estudio de TV,apresentação no clube musical Campagne Premiére,reunido com amigos em casa,em frente ao Ca´fe Via Brasil,andando por ruas no Quartier Latin,Torre Eiffel,Parques,Montmartre,Montparnasse,bares e cafés iluminaod por luzes de néon na cidade das Luzes-ou seja Paris.Além de intimo depoimento sobre as exigencias de emrpesrios brasileiros,comparação entre o metro de Paris e trens suburbanos cariocas,critica ironica a classe média que vem à Paris só pra tirar fotos lembrançinhas em frente á monumentos turisticos da cidade e mais: o que o  mesmo fará após alguns anos de carreira...",Ari Candido Fernandes,1977,musical,70760
339,498,O rito de Ismael Ivo,"Retrato biográfico do bailarino negro Ismael ivo. Ao lado de imagens de suas perfomances, o filme reúne depoimentos onde o artista fala sobre seu trabalho,sua concepção da dança e sobre os mitos sociais que teve de transpor como artista negro.",Ari Candido Fernandes,2004,dança,82173
340,499,Porquê a Eritréia?,"Documentario sobre o processo de emancipaçao da Eritréia,ultimo país da Africa a conseguir independencia(1994).",Ari Candido Fernandes,1979,polito/guera/guerrilhas/historia,58452
341,500,Assaltaram a gramática,"Documentário sobre os poetas Francisco Alvim, Paulo Leminsky, Waly Salomão e Chacal, que antecipa a linguagem do vídeo clip ao traçar o perfil de cada um através de poemas e textos expressivos, e apresentá-los de forma ficcional e performática. O filme traz também uma homenagem a poeta Ana Cristina Cesar e as participações de Perfeito Fortuna, Luiz Fernando Guimarães, Jorge Barrão e da poeta Alice Ruiz. A música original, “Assaltaram a Gramática”, composta por Lulu Santos e Waly Salomão, foi gravada especialmente para o filme pelo próprio Lulu Santos e o Paralamas do Sucesso.",Ana Maria Magalhã,0,1,73556
342,501,Spray jet,"Três jovens pintores urbanos brasileiros, Leonilson, Ciro Cozzolino e Leda Catunda, munidos de “sprays” ou usando técnicas e materiais originais, revelam através de seus depoimentos os diversos caminhos da criação artística individual ou coletiva, e discutem o renascimento da pintura e a arte conceitual.",Ana Maria Magalhã,0,1,82484
343,502,O Bebê,"Marta, uma jovem mãe, escuta o seu bebê falar. Sem entender como isto pode ter acontecido, tenta convencer sua mãe de que o bebê falou. A avó não acredita. O bebê continua a falar. Não só a falar como também a ler. Chega a manter diálogos em inglês com a mãe. Mas a criança só fala com a mãe. Jorge, o pai da criança, acha que Marta está muito cansada e que pode resolver o problema contratando uma babá. O marido dorme e Marta fica pensativa. Olha o seu bebê e só então entende o que está acontecendo.",Ana Maria Magalhã,0,1,22082
